,p0q0
11229,-0.46906385
11230,-0.107198
11231,-0.18756916
11232,-0.27008873
11233,0.35642263
11234,-0.06848409
11235,-0.06017614
11236,0.002704705
11237,-0.09320397
11238,-0.61314034
11239,-0.17049156
11240,0.09499994
11241,0.32671782
11242,-1.205738
11243,-0.09320397
11244,-0.5169413
11245,-0.24992836
11246,-0.13245906
11247,-0.72678226
11248,0.42972365
11249,-0.01671452
11250,-0.49427092
11251,0.7609565
11252,0.14386968
11253,0.120647855
11254,0.28895286
11255,-0.20324534
11256,0.1594763
11257,-0.17724098
11258,-0.5570836
11259,0.5404728
11260,0.8314604
11261,0.60206735
11262,0.1512553
11263,-0.21791996
11264,0.32101193
11265,-0.17874418
11266,-0.22583757
11267,-0.23228018
11268,-0.2172308
11269,0.10086042
11270,0.12561987
11271,-0.8087806
11272,0.55355585
11273,-0.41499254
11274,-0.15370925
11275,-0.5907609
11276,0.36830446
11277,-0.19102852
11278,-0.2613987
11279,-0.4091172
11280,0.3563398
11281,0.22631231
11282,-0.97340536
11283,0.18018492
11284,-0.055979386
11285,-0.19173725
11286,-0.42388108
11287,-0.30107418
11288,-0.27509823
11289,-0.10802267
11290,0.048192807
11291,-0.2563836
11292,-0.30784607
11293,0.09904499
11294,-0.04546507
11295,0.7771223
11296,0.09763611
11297,-0.38833645
11298,-0.21235025
11299,-0.63935256
11300,0.31287396
11301,-1.4831702
11302,0.022561295
11303,-0.1107429
11304,-0.7888831
11305,-0.04547169
11306,-0.4051033
11307,0.45674255
11308,-0.075506076
11309,0.012985158
11310,-0.2653193
11311,-0.10882081
11312,-1.458031
11313,0.41148454
11314,0.20379731
11315,0.039408002
11316,-0.4534677
11317,-0.0859465
11318,0.34623256
11319,-0.12871738
11320,-0.029164022
11321,-0.7842637
11322,0.16780841
11323,-0.43489122
11324,0.17065814
11325,-1.1045471
11326,-0.3121927
11327,0.3784071
11328,-0.033374492
11329,-0.5266608
11330,1.351234
11331,0.5622834
11332,0.013472295
11333,-0.14290352
11334,0.54700714
11335,-0.13970222
11336,-0.38412994
11337,0.26349062
11338,-0.25707626
11339,-0.30710232
11340,-0.8852714
11341,0.5362501
11342,0.15103947
11343,-0.69938827
11344,1.7279406
11345,0.21966681
11346,-0.39548886
11347,-0.2601306
11348,-0.17714198
11349,0.34048286
11350,-0.27677858
11351,1.5487645
11352,0.5996033
11353,-1.2515715
11354,-0.3259117
11355,-1.0984491
11356,-0.6853494
11357,1.6692191
11358,-1.8776386
11359,-0.08822154
11360,-0.43249834
11361,1.2049232
11362,0.49959698
11363,-0.7021515
11364,-0.29479116
11365,0.19768204
11366,-0.24380338
11367,-0.4673858
11368,0.13200332
11369,0.039883085
11370,-0.3589472
11371,1.0333173
11372,0.63961416
11373,-0.58371043
11374,-0.35998055
11375,-1.2902104
11376,-0.40756372
11377,0.60570365
11378,-2.033875
11379,0.17930132
11380,-0.17345534
11381,0.19606496
11382,-0.06848778
11383,-0.56186575
11384,-0.12997107
11385,-0.08253877
11386,-0.32078564
11387,1.2790413
11388,0.62094885
11389,0.18553078
11390,0.1611024
11391,0.48945284
11392,0.15742984
11393,0.47482517
11394,0.020638274
11395,0.336707
11396,-0.5420829
11397,-0.5764918
11398,-0.25644526
11399,-0.15158065
11400,0.3909095
11401,-0.18192324
11402,0.02672044
11403,0.119053945
11404,-0.78270555
11405,0.1094817
11406,0.6007248
11407,-0.08689061
11408,-0.19687095
11409,0.69609976
11410,-0.03244657
11411,0.01654039
11412,-0.87958765
11413,0.5042136
11414,-0.19065247
11415,-0.10574668
11416,-0.61290425
11417,-2.6301575
11418,-0.28442097
11419,0.045873374
11420,-0.7120721
11421,0.18809414
11422,0.06353384
11423,-0.019816112
11424,-0.6911001
11425,-0.2063082
11426,-0.12405966
11427,0.21883367
11428,-0.95214504
11429,-0.07001967
11430,-0.57156223
11431,-0.0061737485
11432,-0.04199127
11433,-0.5891414
11434,0.14935249
11435,-0.9342722
11436,0.25476086
11437,0.45546272
11438,-1.8302592
11439,0.33859408
11440,-0.04919772
11441,-0.058599297
11442,-3.1024005
11443,0.29507342
11444,-0.78043896
11445,-0.37901112
11446,0.41555852
11447,-0.09257903
11448,0.1455463
11449,-1.1166471
11450,0.38714027
11451,0.10488901
11452,0.18323854
11453,-0.93033105
11454,0.691592
11455,0.0802922
11456,0.16033252
11457,-0.5754004
11458,0.26770794
11459,0.0014436506
11460,-1.1375734
11461,0.15109132
11462,-0.0041418676
11463,0.024998678
11464,-4.973361
11465,0.5881007
11466,0.17551011
11467,0.431624
11468,0.014271931
11469,-0.37587598
11470,1.0135212
11471,-1.8643124
11472,-0.121501535
11473,-0.23004879
11474,0.2805687
11475,-0.21344306
11476,0.0068973084
11477,-0.2452558
11478,1.3966756
11479,-1.1599461
11480,0.036815308
11481,-0.28984803
11482,0.11440967
11483,-0.17910124
11484,0.013980602
11485,-0.5472656
11486,0.18171348
11487,-0.3542891
11488,-0.013535846
11489,-0.37174422
11490,-0.5976018
11491,-0.014840692
11492,-0.4289626
11493,0.4437631
11494,0.26294744
11495,0.08979767
11496,0.8011746
11497,-0.45414636
11498,0.19317679
11499,-0.12241821
11500,0.4928653
11501,-0.16386525
11502,0.91632825
11503,0.016284969
11504,-0.36022466
11505,0.58362794
11506,-0.13064027
11507,0.1443914
11508,-0.18598503
11509,0.491297
11510,-0.14143217
11511,-0.039250713
11512,-0.12131688
11513,0.33042815
11514,-0.08996475
11515,0.027321648
11516,-0.35507542
11517,1.7759649
11518,-1.3279915
11519,0.020582277
11520,-0.5075355
11521,0.1692837
11522,-0.22571076
11523,-0.76320595
11524,0.5520075
11525,-0.30942056
11526,0.2984405
11527,-0.047774892
11528,-0.37649792
11529,1.4507432
11530,-0.0658171
11531,-0.40245417
11532,0.25763595
11533,-0.19946696
11534,0.0921376
11535,-0.03561283
11536,-0.5325918
11537,-2.1851892
11538,-0.4070386
11539,-0.10766761
11540,-0.4625321
11541,1.6210784
11542,-1.5032212
11543,0.07630656
11544,-0.19487065
11545,0.13023299
11546,-0.12462395
11547,-0.5846278
11548,-0.2399289
11549,-0.4698451
11550,-0.8365445
11551,-0.3097925
11552,-0.25135726
11553,0.014706173
11554,0.037303813
11555,-0.37765872
11556,-1.1359317
11557,-0.6039705
11558,0.026717853
11559,-0.057032473
11560,-0.41819805
11561,0.050460972
11562,0.5511304
11563,0.020303307
11564,0.082936734
11565,0.08528256
11566,0.28724885
11567,0.2897234
11568,0.23221777
11569,0.7328939
11570,-0.31745458
11571,-0.34645063
11572,-0.3490829
11573,-0.13463578
11574,0.30206558
11575,-0.37453198
11576,-0.92734927
11577,0.13972045
11578,-0.4700206
11579,-0.92734927
11580,0.013993312
11581,-0.71713644
11582,-0.97829854
11583,-2.5017376
11584,-1.0471654
11585,-0.9042354
11586,0.10665182
11587,-0.6279092
11588,-6.0570583
11589,-0.44588798
11590,-0.9012934
11591,0.25583053
11592,-0.45213783
11593,-0.80689263
11594,0.15913773
11595,0.08387471
11596,-0.25955227
11597,0.010547473
11598,-0.6824046
11599,0.24153002
11600,0.7423832
11601,-0.1143178
11602,-0.23673065
11603,-0.44371665
11604,-0.85013694
11605,-0.08402808
11606,0.25717422
11607,-0.6148325
11608,0.26379818
11609,-0.34348467
11610,-0.8434609
11611,-0.44059035
11612,-0.071623415
11613,-0.15186241
11614,-0.70651734
11615,-0.2768405
11616,0.7014117
11617,0.09043614
11618,0.084401056
11619,0.61694944
11620,-0.16294128
11621,-0.52496797
11622,-2.3026412
11623,-0.29542756
11624,0.23481062
11625,-1.5592839
11626,0.1425009
11627,0.27981374
11628,0.20545378
11629,0.4629421
11630,0.10899573
11631,0.50977373
11632,-1.1770415
11633,0.31110764
11634,0.26570964
11635,-0.74139446
11636,0.02234236
11637,-1.2164899
11638,0.31299618
11639,-0.48763996
11640,0.20682022
11641,-0.010051609
11642,-0.067484885
11643,0.24637626
11644,-2.3118513
11645,0.5846489
11646,-0.37484992
11647,0.23315863
11648,-0.78371537
11649,-0.74770033
11650,0.57541895
11651,-0.24122013
11652,-0.16772228
11653,-0.6296811
11654,0.22959062
11655,0.054175027
11656,-0.86582434
11657,0.62094045
11658,0.08503374
11659,-0.6779567
11660,-0.15667303
11661,-0.23610482
11662,0.09337228
11663,-0.03560952
11664,0.5129316
11665,0.04146876
11666,-0.046199962
11667,-0.11390715
11668,-0.39039984
11669,0.2930155
11670,-0.46287653
11671,-0.05915436
11672,0.3985196
11673,-0.66690254
11674,-1.6681911
11675,-0.22499631
11676,0.44799677
11677,-0.24272113
11678,-0.73065114
11679,0.51527184
11680,-0.03537229
11681,-7.157774
11682,0.07016785
11683,-8.200839
11684,-0.1042491
11685,-0.05970053
11686,-0.2504032
11687,0.017029375
11688,-0.057262205
11689,0.051203847
11690,0.11920603
11691,-0.29773426
11692,-0.3777583
11693,-0.17959602
11694,0.17504962
11695,-0.16163382
11696,-0.43152723
11697,-0.8696421
11698,-0.74490625
11699,-1.121431
11700,-0.45258728
11701,-0.8766261
11702,0.44228098
11703,-0.18879342
11704,-0.15462281
11705,0.41205865
11706,0.55993366
11707,-0.39340597
11708,-0.02038335
11709,0.33775404
11710,0.2712347
11711,0.0330626
11712,0.5250782
11713,0.08839781
11714,0.063264996
11715,-1.0757511
11716,0.79813546
11717,-0.7582183
11718,-0.24862202
11719,-2.9044304
11720,-0.7750612
11721,0.05116807
11722,0.15437531
11723,-1.536524
11724,0.5711622
11725,-0.52239573
11726,-0.052063443
11727,0.06379122
11728,-0.1079491
11729,0.06691051
11730,0.056558084
11731,-0.8455426
11732,0.38067257
11733,-0.6662707
11734,0.61755794
11735,0.57512
11736,0.11401318
11737,0.0152858915
11738,0.34137973
11739,0.64033186
11740,0.41242734
11741,0.35069233
11742,0.114520796
11743,-0.1251234
11744,-0.6928743
11745,0.19052576
11746,0.06457289
11747,-0.10578486
11748,-0.80621815
11749,0.24968183
11750,-0.5169606
11751,0.43497628
11752,-0.09198766
11753,-0.8993924
11754,-4.2897706
11755,0.11062765
11756,-0.0077981893
11757,0.20285667
11758,0.5368758
11759,-0.0142273195
11760,-0.57028276
11761,0.014566878
11762,0.79742974
11763,-0.21871917
11764,-0.08452173
11765,-0.63167334
11766,-0.31581235
11767,-0.53892416
11768,0.14183839
11769,0.17281461
11770,1.1089138
11771,0.55591995
11772,0.46169814
11773,-0.17560458
11774,-0.09251789
11775,-0.06883401
11776,-0.79121804
11777,-0.6753401
11778,-0.19256507
11779,-0.709414
11780,-0.20615269
11781,0.19565196
11782,-0.4100317
11783,-2.3630257
11784,0.3760317
11785,-0.23435459
11786,0.1479965
11787,-0.15690517
11788,-0.46462867
11789,-0.82839847
11790,0.07564105
11791,0.067861915
11792,0.5928474
11793,-0.41393176
11794,0.14047426
11795,-0.65079635
11796,-0.04547321
11797,-0.6865192
11798,0.62280905
11799,-0.28091955
11800,-0.610153
11801,-0.2270721
11802,-0.38096824
11803,-0.012940749
11804,0.24688938
11805,0.052077435
11806,0.47695857
11807,-0.061834678
11808,-0.0785742
11809,-0.44825777
11810,0.0018970657
11811,0.14574806
11812,-0.88801986
11813,0.33524743
11814,0.24684091
11815,-0.07185415
11816,-0.6600937
11817,0.15562157
11818,1.3917611
11819,-0.14576338
11820,-0.70462
11821,0.32696235
11822,0.14390865
11823,0.2111152
11824,0.56890583
11825,-0.03339938
11826,0.02424865
11827,0.6551788
11828,0.63791364
11829,-0.16056284
11830,0.44797537
11831,0.21496387
11832,0.13353129
11833,-0.2057394
11834,-0.5147989
11835,-0.3944846
11836,-0.43747124
11837,-2.1350245
11838,-0.4856958
11839,-0.5269656
11840,0.6082977
11841,-0.52798605
11842,-0.029081702
11843,-0.6168131
11844,-0.44377425
11845,-0.2889606
11846,-0.5231669
11847,0.24926975
11848,1.0412315
11849,0.15458502
11850,-0.18940844
11851,-1.3709251
11852,0.6283063
11853,0.080247596
11854,-1.3994585
11855,-0.8563246
11856,0.027691402
11857,0.43911004
11858,-0.96365905
11859,-0.33692944
11860,-0.39035377
11861,-0.9852485
11862,-0.053871688
11863,0.0009837769
11864,0.2338279
11865,0.14881265
11866,-0.13759437
11867,0.29516742
11868,0.095345885
11869,-0.18735664
11870,1.1433135
11871,-0.47207877
11872,-0.357454
11873,-0.18758911
11874,0.50339806
11875,0.50525063
11876,0.27036077
11877,-0.35638872
11878,0.7395798
11879,0.4015317
11880,0.43043336
11881,-0.5392763
11882,0.751864
11883,-0.35304874
11884,-0.3588164
11885,-1.2837384
11886,0.26419917
11887,0.3852891
11888,-0.32746518
11889,-0.15420292
11890,-0.006855013
11891,-0.07345649
11892,-0.28163442
11893,-1.0716473
11894,-0.21747361
11895,-0.20614865
11896,0.28957245
11897,-0.47663552
11898,0.79733026
11899,0.04377467
11900,0.48723117
11901,-0.6131772
11902,0.29226446
11903,0.5145131
11904,0.09973752
11905,0.9858099
11906,-0.25333056
11907,-0.56944853
11908,0.2865917
11909,0.3730085
11910,-0.18185267
11911,0.6137299
11912,0.24472545
11913,0.021072708
11914,-0.27948928
11915,-0.904417
11916,-0.2923357
11917,-0.30514264
11918,-0.48523074
11919,0.16812357
11920,0.014264478
11921,-4.9460998
11922,-0.17822663
11923,0.0065356754
11924,-0.28142467
11925,0.095334016
11926,0.6686796
11927,-0.6089605
11928,-0.21088213
11929,0.008567211
11930,0.23488393
11931,0.1687491
11932,0.38357848
11933,-0.8625617
11934,1.3561742
11935,-0.3131918
11936,0.028121077
11937,-0.5153851
11938,-0.17291018
11939,-0.45305443
11940,0.027046211
11941,-0.6480702
11942,-0.048320502
11943,-0.42700076
11944,0.86206496
11945,0.45851088
11946,-0.5838635
11947,-0.18775533
11948,-0.2341102
11949,0.15340288
11950,0.22929038
11951,0.8570336
11952,0.23724689
11953,0.16795184
11954,-0.6257689
11955,0.108152136
11956,-0.77125955
11957,-0.03366803
11958,-0.60114455
11959,0.4015961
11960,-0.20031035
11961,-0.09658362
11962,0.60237485
11963,-0.09045601
11964,-2.5926433
11965,-0.1333828
11966,0.5944486
11967,-0.27719834
11968,0.27834222
11969,0.55747426
11970,0.020981032
11971,-0.052555986
11972,-7.9941087
11973,-0.17411049
11974,0.6797578
11975,-0.07684538
11976,0.1055004
11977,0.074265815
11978,0.5074712
11979,-0.07596091
11980,-0.5456549
11981,-0.21477735
11982,-0.08113088
11983,-1.6512403
11984,0.25089347
11985,0.31941968
11986,0.11477317
11987,-0.108681336
11988,-0.65730363
11989,-12.17967
11990,-0.14610365
11991,-1.9549347
11992,0.16470492
11993,-0.979235
11994,-0.7329211
11995,-1.9007846
11996,0.07457174
11997,-1.3695229
11998,-2.6374714
11999,-0.5968115
12000,0.0063680997
12001,0.019225374
12002,0.40929326
12003,0.17599039
12004,0.47730994
12005,-0.025809746
12006,-0.58495194
12007,-0.22690238
12008,0.102047324
12009,0.53570217
12010,0.05478514
12011,0.6444815
12012,0.7153764
12013,-0.2878618
12014,-0.2866333
12015,0.31260756
12016,-0.5017429
12017,0.31733274
12018,0.080986135
12019,-1.4543827
12020,-0.20391105
12021,0.10271995
12022,0.17587274
12023,-0.44023597
12024,1.191291
12025,-0.20746246
12026,0.6896165
12027,-1.1511587
12028,-0.30688426
12029,-0.85045403
12030,-0.40672454
12031,-1.3656163
12032,0.21832031
12033,-0.44997394
12034,-0.16862242
12035,0.98986393
12036,-0.4013878
12037,-0.700333
12038,0.41535565
12039,-0.035169482
12040,-0.32538736
12041,-0.15301609
12042,-0.1552853
12043,0.45323136
12044,0.35961413
12045,-1.3330547
12046,-1.3213837
12047,-0.4022824
12048,-0.42658624
12049,0.2558569
12050,0.6365569
12051,-0.74881583
12052,0.49520826
12053,0.38703692
12054,0.5804212
12055,0.10633138
12056,0.299639
12057,-0.28135327
12058,0.024083298
12059,0.11952685
12060,-0.30259335
12061,-0.25184035
12062,-0.52071285
12063,0.13351874
12064,0.42822313
12065,0.3303852
12066,0.37277985
12067,0.20805484
12068,-1.4520894
12069,-0.07943843
12070,-0.016484734
12071,0.30422243
12072,0.226659
12073,0.060925744
12074,-0.34329656
12075,-0.07109602
12076,-0.03906153
12077,0.89065313
12078,0.08973081
12079,0.46892107
12080,-1.03575
12081,0.19591522
12082,0.24127524
12083,-0.28897217
12084,-1.7021865
12085,0.14277485
12086,-0.82307905
12087,1.2709861
12088,-0.8653814
12089,0.3594853
12090,-0.3893163
12091,-0.27788824
12092,-0.8021913
12093,1.0448103
12094,-0.7796211
12095,0.20610897
12096,-0.018744955
12097,-0.07576052
12098,-0.09892592
12099,-0.41359872
12100,-0.2838214
12101,0.13575195
12102,-0.7996183
12103,-0.56916726
12104,-0.46715376
12105,-13.2738695
12106,-0.034797426
12107,1.8577912
12108,0.25116518
12109,-2.555718
12110,-0.6005028
12111,-1.1254516
12112,-0.5179384
12113,-2.3679628
12114,-1.6070266
12115,-1.7110611
12116,0.11556749
12117,0.2706272
12118,-0.0827172
12119,0.7912816
12120,-0.3047376
12121,0.4084384
12122,-0.59873545
12123,0.68590826
12124,-0.20134164
12125,0.5865724
12126,-0.31307355
12127,1.0733639
12128,-0.28030884
12129,0.12173718
12130,-0.19105724
12131,-0.2116153
12132,0.39259675
12133,-0.15056285
12134,0.57454807
12135,0.84228003
12136,0.1699371
12137,-0.12961262
12138,-0.6420092
12139,0.68634725
12140,0.056430295
12141,-2.1373522
12142,0.7255093
12143,-0.238453
12144,0.6695497
12145,-0.4118512
12146,0.4932644
12147,0.11147
12148,-0.5223686
12149,0.578663
12150,0.7002096
12151,0.25770888
12152,0.058282644
12153,-0.7446927
12154,0.2950684
12155,-0.3537594
12156,0.28098503
12157,-0.49460608
12158,0.061489537
12159,-0.13591012
12160,-0.7084549
12161,-0.14313444
12162,-0.8039452
12163,-0.056948036
12164,-0.52812326
12165,-0.68411773
12166,-0.018913766
12167,-0.5860624
12168,-0.42156407
12169,0.30396828
12170,-0.38953745
12171,0.40448472
12172,-0.08970389
12173,-1.8953125
12174,0.18926314
12175,0.21732566
12176,-0.23490156
12177,0.11022254
12178,0.077341855
12179,0.17459852
12180,0.25660494
12181,-0.21663879
12182,0.40512615
12183,0.08971672
12184,0.19906935
12185,0.05665569
12186,-0.08867198
12187,-0.5467777
12188,0.12457556
12189,-0.5848125
12190,0.49049857
12191,-0.056606997
12192,-0.02926622
12193,-0.23523782
12194,-0.33226132
12195,0.13399918
12196,-0.31636363
12197,-0.20434834
12198,0.4940513
12199,0.4860944
12200,0.12693335
12201,0.119985566
12202,-0.10932049
12203,-0.5699098
12204,-0.38962895
12205,-1.0371349
12206,0.42266706
12207,-0.0148485415
12208,1.4139098
12209,0.32994384
12210,-0.15605135
12211,0.45060372
12212,-0.3303897
12213,0.5316116
12214,0.36826736
12215,-0.68509537
12216,0.53327626
12217,0.7001636
12218,-0.22373614
12219,-0.48622984
12220,0.86885047
12221,-0.48075327
12222,-0.52591664
12223,0.20884351
12224,0.47296008
12225,0.11902812
12226,0.56825006
12227,0.7698804
12228,-0.4789241
12229,-2.216385
12230,0.018689036
12231,-0.30531976
12232,0.17781152
12233,-0.76486343
12234,0.23619248
12235,-0.45836338
12236,0.1301545
12237,-0.1976772
12238,-0.10372378
12239,-0.59320843
12240,0.29827252
12241,-0.57502955
12242,0.5002972
12243,0.2845824
12244,-0.66736233
12245,-0.64186716
12246,0.3870956
12247,-0.36678782
12248,0.5088636
12249,-0.2434579
12250,-0.50976396
12251,0.15240534
12252,-0.47951338
12253,-0.120079204
12254,0.24671596
12255,-1.1382262
12256,-0.27010474
12257,0.24320854
12258,0.61617404
12259,-0.29497272
12260,0.9057747
12261,-0.6073366
12262,-0.68722755
12263,-0.6956434
12264,0.56252944
12265,0.3732288
12266,0.9998492
12267,0.19155987
12268,-0.24829268
12269,0.85210866
12270,0.06533392
12271,0.020813711
12272,0.18074399
12273,-0.04287864
12274,-0.17560396
12275,-0.7242714
12276,0.7418332
12277,-0.43979448
12278,0.9753891
12279,-0.051172785
12280,-0.47607633
12281,-0.021654222
12282,0.49046203
12283,0.13011497
12284,0.062490042
12285,0.1869341
12286,-0.37087542
12287,0.55386233
12288,-1.1195889
12289,-0.8838187
12290,-0.81918633
12291,-0.54720634
12292,-0.30409786
12293,-4.3286324
12294,-2.0600662
12295,-0.40761542
12296,-5.8131113
12297,-0.65371186
12298,-1.2648153
12299,-0.19540983
12300,-5.9002695
12301,0.10538781
12302,0.3573916
12303,0.4569331
12304,0.6732497
12305,-0.6142489
12306,-0.6235639
12307,-0.38913837
12308,0.035995286
12309,-0.42513952
12310,-0.39651528
12311,-0.7162246
12312,0.026311427
12313,0.3134563
12314,0.033566184
12315,-0.28358513
12316,-0.30460152
12317,-0.8000502
12318,-0.3422095
12319,0.08259611
12320,-0.91883945
12321,-0.14779383
12322,-0.11425949
12323,-0.46492422
12324,-0.45170215
12325,-0.29464787
12326,0.0967672
12327,-0.58089334
12328,-0.5665817
12329,-0.39457855
12330,0.15774882
12331,0.2067094
12332,-0.16258994
12333,-0.28361142
12334,0.10089905
12335,-0.05754256
12336,0.14860284
12337,-0.0059321374
12338,-0.031343494
12339,-0.33011982
12340,-0.07465277
12341,-0.3372042
12342,-0.34693158
12343,-0.59878904
12344,-0.7229731
12345,-0.5612964
12346,0.024078013
12347,-0.12988277
12348,-0.64113694
12349,0.29985252
12350,-1.1974715
12351,-0.55217785
12352,0.10973621
12353,-0.15738118
12354,0.586061
12355,-0.3969772
12356,-3.2508657
12357,-0.47275645
12358,-0.08669895
12359,-0.117115416
12360,0.23038536
12361,-0.74315006
12362,0.42719787
12363,-0.66569024
12364,-0.5080303
12365,-0.59365433
12366,-0.26039723
12367,0.15501769
12368,-0.22025275
12369,-0.5486175
12370,-0.56145614
12371,0.09616994
12372,-0.18415806
12373,-0.23667206
12374,-0.2791524
12375,0.19514824
12376,-0.4691204
12377,-0.5503923
12378,-0.437918
12379,0.026883977
12380,-1.6909156
12381,0.18671978
12382,-0.5022049
12383,-0.18552305
12384,-0.114727125
12385,0.622187
12386,-0.14676541
12387,0.2776213
12388,-0.20348507
12389,0.35245654
12390,-0.19857074
12391,0.34490678
12392,-0.12862486
12393,0.4724579
12394,-0.12881504
12395,0.34134817
12396,-0.341595
12397,0.5902672
12398,-0.49485758
12399,-0.7400078
12400,0.05134892
12401,0.17391081
12402,0.12977622
12403,0.18926921
12404,-0.10343628
12405,0.37653255
12406,0.14668287
12407,-0.19567783
12408,0.23824777
12409,-0.4405672
12410,0.120714545
12411,-0.45444044
12412,0.077645175
12413,-0.49755305
12414,0.37477863
12415,-0.009430931
12416,1.009958
12417,0.13771945
12418,-0.00096944533
12419,-0.06743439
12420,0.45168683
12421,-0.0005647894
12422,0.8240418
12423,0.055818666
12424,0.024694603
12425,-0.21638973
12426,0.26322848
12427,-0.15683788
12428,0.0064129736
12429,0.103250965
12430,0.04321471
12431,-0.20826043
12432,0.38818178
12433,0.7862425
12434,-0.02485015
12435,-0.0997752
12436,2.300344
12437,0.057004582
12438,-0.4133413
12439,0.55872256
12440,0.027613567
12441,-0.44809908
12442,0.27432168
12443,-0.58624893
12444,-0.56174266
12445,-0.68200326
12446,-0.59807545
12447,-0.28536043
12448,0.18851319
12449,0.1406426
12450,-0.64946353
12451,-0.32050624
12452,0.28437167
12453,-0.3155216
12454,0.48692095
12455,-1.0397398
12456,0.49821225
12457,-0.14661418
12458,1.3699465
12459,0.6276805
12460,0.13911575
12461,-0.23381849
12462,1.2669369
12463,0.74238676
12464,0.0159227
12465,-0.13121727
12466,0.2597923
12467,0.09254166
12468,-0.3547683
12469,1.1922122
12470,0.6032683
12471,0.38571402
12472,0.1352988
12473,1.3638265
12474,0.5016705
12475,0.079310395
12476,-0.26296085
12477,1.2731221
12478,0.5804299
12479,0.1530487
12480,-0.46719363
12481,1.5561498
12482,0.6871763
12483,-0.12154158
12484,-0.14786111
12485,-0.05272835
12486,-0.12404722
12487,-0.13450035
12488,-0.31865677
12489,-0.048847675
12490,0.4553129
12491,0.6202439
12492,0.26599574
12493,1.480912
12494,-1.5762062
12495,-0.6049045
12496,-0.36409476
12497,0.17239955
12498,-0.19907044
12499,-0.5631028
12500,-0.44414628
12501,0.07868561
12502,-0.17692754
12503,-0.17744006
12504,-0.07195738
12505,-0.035104245
12506,-1.7353433
12507,-0.548071
12508,0.36933994
12509,-0.15293814
12510,-0.8794558
12511,-1.0277132
12512,-0.5625339
12513,0.20740196
12514,0.24400377
12515,0.28402495
12516,0.24186048
12517,-0.5227557
12518,0.3077812
12519,0.088984296
12520,-0.5728658
12521,0.06807225
12522,-0.98503524
12523,-0.018972533
12524,-0.6884803
12525,-1.1078043
12526,-0.83387464
12527,-1.0335451
12528,-0.6411259
12529,-0.87625575
12530,0.16747004
12531,0.11441948
12532,-0.4490267
12533,1.7088871
12534,0.3119372
12535,-0.39370778
12536,-1.4504383
12537,0.45071813
12538,-0.06364945
12539,0.26139623
12540,-0.19388217
12541,0.26532063
12542,-0.5765929
12543,1.5947201
12544,-1.6161515
12545,-0.57946306
12546,0.31882963
12547,-0.15751842
12548,-1.0309684
12549,-0.25993705
12550,0.7488812
12551,-0.1250778
12552,0.27375373
12553,1.4313389
12554,-1.138988
12555,0.18265745
12556,-0.13091698
12557,1.1585772
12558,-0.75945747
12559,-0.36401033
12560,1.1712718
12561,-1.4306486
12562,0.15750633
12563,-0.43787467
12564,1.4014822
12565,-0.059059594
12566,0.082702056
12567,-0.55217963
12568,1.8337562
12569,-1.4906577
12570,-0.91150576
12571,0.59688956
12572,-1.6290983
12573,-0.76043904
12574,0.075115845
12575,-0.13781881
12576,-0.066153325
12577,-2.5425916
12578,-0.23817398
12579,-0.47728625
12580,-0.3354111
12581,-0.49174964
12582,-1.1425605
12583,-0.16132492
12584,-0.5046872
12585,-0.20902634
12586,-0.39541966
12587,-0.53148025
12588,0.09335182
12589,-0.034139674
12590,0.31527984
12591,-0.16623734
12592,0.30429533
12593,0.004253988
12594,0.09090049
12595,0.10237482
12596,0.082636945
12597,-2.5602026
12598,-0.28580406
12599,0.15604736
12600,0.18076764
12601,0.34166026
12602,0.6924384
12603,-0.16532466
12604,-0.7553661
12605,0.5962833
12606,-1.4762135
12607,-0.5167858
12608,-0.10828648
12609,0.5062808
12610,-0.113114715
12611,0.14258592
12612,-0.056197215
12613,-0.20322381
12614,-0.06341029
12615,0.025177494
12616,-0.5918652
12617,-0.25577685
12618,0.61597186
12619,-0.025419919
12620,-0.8697696
12621,0.2625723
12622,-0.49927485
12623,0.042082503
12624,0.5797079
12625,-0.19882438
12626,-0.023257498
12627,0.5404295
12628,-0.014671028
12629,-0.10404556
12630,0.52656674
12631,-0.16342314
12632,-0.22794376
12633,0.087680414
12634,-0.31394807
12635,0.042767953
12636,-1.3425648
12637,0.21072434
12638,0.045910638
12639,0.57531625
12640,-1.8398832
12641,0.30667803
12642,-0.65719503
12643,-0.3616414
12644,-0.21564887
12645,-0.4915588
12646,-0.45150325
12647,-0.28547442
12648,0.073766895
12649,-0.6456904
12650,-0.42914882
12651,-0.20679548
12652,0.19087267
12653,-0.613149
12654,-0.138832
12655,-0.22090574
12656,-0.5900321
12657,-0.45150325
12658,-0.15320458
12659,0.060794406
12660,-1.1462057
12661,0.06241671
12662,0.31746578
12663,-0.95940006
12664,-0.22459158
12665,-0.35891122
12666,0.031625196
12667,-0.23090108
12668,0.28631613
12669,0.079195976
12670,0.1938499
12671,0.5483982
12672,-0.5732399
12673,-0.75182647
12674,0.068909965
12675,-0.17262691
12676,-0.693622
12677,-0.5086877
12678,-0.35025898
12679,0.026666809
12680,-0.46629113
12681,0.17075668
12682,-0.52823764
12683,-0.6445518
12684,-0.4081581
12685,-0.4019733
12686,-0.03991685
12687,-0.9757248
12688,0.4043804
12689,-0.83572114
12690,-0.005623201
12691,0.00508124
12692,0.026040627
12693,0.0033888211
